appid,title,genres,developers,publishers,tags,release_year,short_description
434580,Attack of the Mutant Fishcrows,"Action,Adventure,Indie,Early Access",WILDLOGICGAMES LTD,WILDLOGICGAMES LTD,"Single-player,Steam Achievements,Full controller support,Family Sharing",2019,"Attack of the Mutant Fishcrows, A Fast Paced Action Platformer with flying fish that are swimming crows that are mutated half breeds of your nightmares!"
434600,Blue Bird,"Violent,Indie",Deadline Soft,Deadline Soft,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2017,"Blue Bird is a Visual Novel following the lives of four youths. The protagonist, Karin, lost someone very dear to him in his childhood… Yet thanks to fate, he meets a young girl who will change his empty life and give it meaning. Be a part of this love story and help lead Karin to a bright future!"
434610,Forbidden Planet,"Indie,Strategy",Faton,Faton,"Single-player,Steam Trading Cards,Family Sharing",2016,&quot;Forbidden Planet&quot; is a Space Strategy and Tower Defence like Game. You control a small spaceship and your main goal is to protect your own home planet. Explore the universe for resources. Colonize other planets. Defend from the asteroids.
434620,Pythagoria,"Casual,Indie",Vladimir Maslov,Vladimir Maslov,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing",2016,Pythagoria is a brain-teasing number puzzle game.
434650,Lost Castle / 失落城堡,"Action,Adventure,Indie,RPG",Hunter Studio,Neon Doctrine,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together,Family Sharing",2016,Lost Castle is an action RPG beat'em up with roguelike elements and randomized dungeons for up to four players online and local!
434660,Octahedron: Transfixed Edition,"Action,Indie",Demimonde,Demimonde,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Color Alternatives,Adjustable Difficulty,Keyboard Only Option,Playable without Timed Input,Steam Cloud,Family Sharing",2018,"Surf through a pulsating, underground world on platforms pulled from thin air in this challenging, psychedelic, rhythm-infused action platformer that has you defying gravity to a pumping beat."
434680,Lamia's Game Room,"Casual,Indie","Digital Crafter,Lord Ken Production","Digital Crafter,Light of Creators","Single-player,Steam Achievements,Steam Trading Cards,Family Sharing",2016,"You are brought into a room by a mysterious woman named Lamia and forced to play games with people from different backgrounds. You will learn the story as the game progresses. Find out your opponents' weakness during conversations, in order to defeat them. Winning is the only way to leave the room."
434700,Forgotten Ball,Indie,littleGigantic,littleGigantic,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing",2016,A classically inspired modern ball simulation platformer. Control a singular ball through a cubic towering labyrinth. Overcome challenging platforms and puzzles whilst ascending a seamless connected huge world.
434730,Half Dead,"Action,Adventure",Room710Games,Room710Games,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Family Sharing",2016,Half dead is a multiplayer sci-fi game about a violent TV show. The players' goal is to survive in a network of rooms full of traps.
434740,Lichtspeer,"Action,Adventure,Indie",Lichthund,"Lichthund,Crunching Koalas","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards,Remote Play on TV,Family Sharing",2016,"LICHTSPEER is an unforgiving fast-paced lightspear-throwing simulator set in an ancient germanic future. Get ready to feel that beloved 80’s arcade rush in this brutal, stylish and psychedelic adventure. Embrace the future, eat Strudel, play LICHTSPEER."
434750,Z-Exemplar,"Action,Indie",Suminell Studios,Suminell Studios,"Single-player,Full controller support,Family Sharing",2016,"Z-Exemplar is a side-scrolling shooter in the tradition of R-Type, Gradius, Nemesis and other classic arcade games from the past. Borrowing its aesthetic from the computers of yesteryear (specifically the Sinclair ZX Spectrum) Z-Exemplar combines bright, bold, 8-bit pixel art with frantic action and an epic mission to conquer a galaxy of..."
434790,Planet 1138,"Action,Indie,Strategy",Bionic Pony,Triskelia Games,"Single-player,Multi-player,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards,Family Sharing",2016,Planet 1138 is a vehicle based action game with a heavy emphasis on strategy. Players control a heavily armed ATV as they fight to destroy their opponents base while defending their own. Players can build outposts and turrets along the way in order to manufacture troops and amass an army.
434800,The Great Escape,"Action,Casual,Indie",XiNFiNiTY Games,OtakuMaker SARL,"Single-player,Steam Trading Cards,Partial Controller Support,Family Sharing",2016,The Great Escape is a infinity runner where player guides a spaceship through a narrow tunnel filled with incoming obstacles. The more you advance harder the hazards become.
434820,Brushwood Buddies,"Casual,Indie",Steven Colling,Steven Colling,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Family Sharing",2016,"In Brushwood Buddies, an unusual puzzle game, adorable creatures will enlist your help to craft various items as they journey through forests, grasslands, and villages! Discover tons of recipes, and find clever ways to manage inventory space and resources while keeping your buddies happy."
434830,DragonStone,Casual,Entropy Digital Entertainment, Entropy Digital Entertainment,"Single-player,Steam Achievements,Captions available,Partial Controller Support,Family Sharing",2023,A dark fantasy Visual Novel with an emphasis on creativity instead of combat. Myranda's journey begins in a world of dark fantasy where magic and mythical creatures abound.
434860,Wanderjahr,RPG,Workyrie Game Studio,Workyrie Game Studio,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing",2016,"Wanderjahr is a JRPG with real time combat and an intriguing story. “This universe, this reality, there’s a source code behind all of it. We’d know, we already found it.” “And with it, we will cleanse this reality of all evil.”"
434870,Megalo Polis,"Indie,Strategy",Black Sheep studio,Black Sheep studio,"Single-player,Steam Achievements,Family Sharing",2016,"Do you have what it takes to survive the cutthroat competition of the campaign trail and become the next US President? It’s time to rub elbows, oversell your scant promises, and engineer a few scandals―because nobody gets into the White House without getting a little dirty."
434880,Hieroglyphika,"RPG,Strategy",M. Hanka,Liu Lidan,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing",2016,Open the gate to the egyptian underworld! Hieroglyphika is a roguelike game completely without text but with pictograms.
434890,Eight Mini Racers,"Casual,Racing",David Mulder,SA Industry,"Single-player,Multi-player,Shared/Split Screen,Steam Trading Cards,Partial Controller Support,Remote Play Together,Family Sharing",2016,"1 - 8 player local multiplayer 2D top-down racing game. Racing, rockets, mines, steering failure, engine failure, repair kits, speed boosts and up to 8 players."
434920,Last Heroes 2,"Adventure,Casual,Indie,RPG",Warfare Studios,Aldorlea Games,"Single-player,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing",2016,"Find out what is ahead for Amelia and Roland, as they are headed to Odaro continent, in this new entry in the hit RPG series Last Heroes!"
434930,GiAnt,"Action,Adventure,Indie,Simulation",Wreck Tangle Games,Wreck Tangle Games,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing",2016,"What is one small step for a human, is one GiAnt adventure for an Ant....Join Adam in this fun filled first-person platformer from the indie solo developer at 'Wreck Tangle Games'. Roam vast human sized worlds as a tiny little ant, but this is no Ant Simulator! This is an AntVenture!"
434960,Rolling Gauntlet,"Casual,Indie,Strategy",Aundre Rogers,Aundre Rogers,"Single-player,Family Sharing",2016,Welcome to the Rolling Gauntlet. See if you are ready to traverse the universe in forty levels. Test the dexterity of your fingers and the strength of your resolve.
434970,That Dam Level redux,"Action,Indie",noiarc,noiarc,"Single-player,Steam Achievements,Full controller support,Family Sharing",2016,"Dive into action with The Big Dam Heroes! Join the Teenager, the Mutant, the Ninja and the Turtle as they risk their lives to defuse bombs under dams. Find loot, craft equipment and triumph... or perish."
434980,Onion Force,"Action,Adventure,Indie,RPG,Strategy",Queen Bee Games,Thalamus Digital,"Single-player,Full controller support,Steam Trading Cards,Family Sharing",2016,"Onion Force is a hybrid Tower Defense/Action Adventure game with 30 levels of butt-puckering mayhem! Use cunning and strategy to strengthen your team chosen from a diverse cast of characters, and hang on to your seat as you try to save the last king from his doom!"
435000,The Whisperer in Darkness,"Adventure,Casual,Indie",NQNStudios,NQNStudios,"Single-player,Captions available,Family Sharing",2016,"Rumors resurface. Legends are resurrected. In this Lovecraftian visual novel, play as Alex N. Wilmarth, skeptic and professor at Miskatonic University, to unravel the hideous secrets centered at a secluded farm in the hills of Vermont, coming ever closer to mortal peril."
435010,Krinkle Krusher,"Action,Casual,Strategy",Ilusis Interactive Graphics,Funbox Media Ltd,"Single-player,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards,Family Sharing",2016,"Krinkle Krusher is an action castle defense game where you cast elemental spells to defend your kingdom from twisted and hungry creatures called Krinkles. After several generations of peace, they happen to come back exactly when the Ancient Tree bears its first fruits in centuries, and of course a cake was made from it."
435030,Lost Lands: Mahjong,"Adventure,Casual,Free To Play",FIVE-BN GAMES,FIVE-BN GAMES,"Single-player,Steam Achievements,In-App Purchases,Steam Cloud",2016,"Solve many tile sets, quests and adventures to get your prizes and collections. Help the elves to survive on the lost island."
435040,Incredible Dracula: Chasing Love Collector's Edition,"Adventure,Casual,Strategy",New Bridge Games,Alawar Casual,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing",2016,"Guide Dracula in his quest to escape a man-hungry princess! With enchanting gameplay, a charming world to explore, and dozens of challenging levels to complete, Incredible Dracula: Chasing Love – Collector's Edition will take a big bite out of boredom!"
435050,Glory Kingdom,"Action,Adventure,Casual,Indie,Strategy,Early Access",Matthew Robinson,Simply Squared,"Single-player,Family Sharing",2016,"Prepare for a new tower defence, with a classic low poly style. Challenge many savage enemies, warriors, and monsters. Travel across your Kingdoms, to numerous environments where you take up the quest to protect your Kingdom."
435060,GameLooper,"Education,Software Training,Utilities",GameLooper,GameLooper,,2016,Drag &amp; Drop 2D mobile game development tool
